model,language,pair_id,order,verdict_mismatch,margin_original,margin_repeat,abs_margin_original,logit_A_original,logit_A_repeat,logit_B_original,logit_B_repeat,max_logit_diff,c,b,tie_c,boundary
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0709,AB,False,-1.25,-1.125,1.25,24.0,24.0,25.25,25.125,0.125,-0.125,-1.125,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0709,BA,False,-1.0,-1.0,1.0,24.125,24.0,25.125,25.0,0.125,-0.125,-1.125,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0710,AB,False,-1.125,-1.25,1.125,23.875,23.75,25.0,25.0,0.125,-0.0625,-1.0625,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0710,BA,False,-1.0,-1.0,1.0,24.0,24.0,25.0,25.0,0.0,-0.0625,-1.0625,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0711,AB,False,-0.625,-0.625,0.625,24.25,24.375,24.875,25.0,0.125,0.0625,-0.6875,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0711,BA,False,-0.75,-0.875,0.75,24.125,23.875,24.875,24.75,0.25,0.0625,-0.6875,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0712,AB,False,-0.625,-0.625,0.625,23.875,23.75,24.5,24.375,0.125,-0.5625,-0.0625,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0712,BA,False,0.5,0.25,0.5,26.625,26.125,26.125,25.875,0.5,-0.5625,-0.0625,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0713,AB,False,-1.5,-1.5,1.5,23.375,23.25,24.875,24.75,0.125,0.1875,-1.6875,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0713,BA,False,-1.875,-1.75,1.875,23.125,23.125,25.0,24.875,0.125,0.1875,-1.6875,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0714,AB,False,0.5,0.625,0.5,26.375,26.5,25.875,25.875,0.125,0.5,0.0,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0714,BA,False,-0.5,-0.375,0.5,25.375,25.75,25.875,26.125,0.375,0.5,0.0,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0715,AB,False,0.75,0.625,0.75,26.5,26.25,25.75,25.625,0.25,1.125,-0.375,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0715,BA,False,-1.5,-1.5,1.5,23.625,23.5,25.125,25.0,0.125,1.125,-0.375,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0716,AB,False,0.5,0.625,0.5,25.625,25.75,25.125,25.125,0.125,0.625,-0.125,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0716,BA,False,-0.75,-0.625,0.75,24.5,24.375,25.25,25.0,0.25,0.625,-0.125,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0717,AB,False,-0.5,-0.5,0.5,24.5,24.5,25.0,25.0,0.0,0.3125,-0.8125,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0717,BA,False,-1.125,-0.75,1.125,24.0,24.75,25.125,25.5,0.75,0.3125,-0.8125,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0718,AB,False,-2.25,-2.375,2.25,23.0,22.875,25.25,25.25,0.125,-1.5,-0.75,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0718,BA,False,0.75,0.875,0.75,25.875,25.875,25.125,25.0,0.125,-1.5,-0.75,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0719,AB,False,-1.125,-1.0,1.125,23.75,24.125,24.875,25.125,0.375,-0.4375,-0.6875,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0719,BA,False,-0.25,-0.5,0.25,24.875,25.0,25.125,25.5,0.375,-0.4375,-0.6875,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0720,AB,False,-1.0,-1.0,1.0,24.125,24.125,25.125,25.125,0.0,-1.4375,0.4375,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0720,BA,False,1.875,1.75,1.875,27.25,27.25,25.375,25.5,0.125,-1.4375,0.4375,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0721,AB,False,-0.75,-0.875,0.75,24.5,24.25,25.25,25.125,0.25,-0.0625,-0.6875,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0721,BA,False,-0.625,-0.625,0.625,24.625,24.75,25.25,25.375,0.125,-0.0625,-0.6875,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0722,AB,False,-0.875,-0.875,0.875,24.5,24.25,25.375,25.125,0.25,0.25,-1.125,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0722,BA,False,-1.375,-1.75,1.375,23.875,23.25,25.25,25.0,0.625,0.25,-1.125,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0723,AB,False,-1.75,-1.625,1.75,22.75,22.875,24.5,24.5,0.125,-1.75,0.0,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0723,BA,False,1.75,1.625,1.75,26.75,26.5,25.0,24.875,0.25,-1.75,0.0,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0724,AB,False,-1.0,-1.0,1.0,24.125,24.0,25.125,25.0,0.125,0.0,-1.0,True,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0724,BA,False,-1.0,-0.875,1.0,24.375,24.375,25.375,25.25,0.125,0.0,-1.0,True,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0725,AB,False,-0.375,-0.25,0.375,25.0,25.0,25.375,25.25,0.125,-0.0625,-0.3125,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0725,BA,False,-0.25,-0.125,0.25,25.5,25.5,25.75,25.625,0.125,-0.0625,-0.3125,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0726,AB,False,0.625,0.75,0.625,26.0,26.375,25.375,25.625,0.375,0.75,-0.125,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0726,BA,False,-0.875,-0.875,0.875,24.5,24.125,25.375,25.0,0.375,0.75,-0.125,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0727,AB,False,-0.25,-0.5,0.25,24.875,24.875,25.125,25.375,0.25,0.0625,-0.3125,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0727,BA,False,-0.375,-0.25,0.375,25.125,25.375,25.5,25.625,0.25,0.0625,-0.3125,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0728,AB,False,-0.75,-0.875,0.75,24.25,24.5,25.0,25.375,0.375,-0.25,-0.5,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0728,BA,False,-0.25,-0.25,0.25,25.25,25.25,25.5,25.5,0.0,-0.25,-0.5,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0729,AB,False,0.5,0.5,0.5,25.0,25.25,24.5,24.75,0.25,1.375,-0.875,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0729,BA,False,-2.25,-2.375,2.25,22.75,22.625,25.0,25.0,0.125,1.375,-0.875,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0730,AB,False,-1.125,-1.125,1.125,23.5,23.625,24.625,24.75,0.125,-0.3125,-0.8125,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0730,BA,False,-0.5,-0.75,0.5,24.375,24.25,24.875,25.0,0.125,-0.3125,-0.8125,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0731,AB,False,-0.25,-0.375,0.25,24.875,24.625,25.125,25.0,0.25,1.0,-1.25,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0731,BA,False,-2.25,-2.25,2.25,22.75,22.75,25.0,25.0,0.0,1.0,-1.25,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0732,AB,False,-1.25,-1.0,1.25,23.875,24.125,25.125,25.125,0.25,-0.0625,-1.1875,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0732,BA,False,-1.125,-1.25,1.125,23.625,23.5,24.75,24.75,0.125,-0.0625,-1.1875,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0733,AB,False,-0.875,-0.875,0.875,24.25,23.875,25.125,24.75,0.375,0.0,-0.875,True,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0733,BA,False,-0.875,-0.75,0.875,23.875,24.5,24.75,25.25,0.625,0.0,-0.875,True,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0734,AB,False,0.5,0.5,0.5,25.875,25.875,25.375,25.375,0.0,0.875,-0.375,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0734,BA,False,-1.25,-1.25,1.25,23.625,23.75,24.875,25.0,0.125,0.875,-0.375,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0735,AB,False,-0.875,-0.875,0.875,23.875,23.75,24.75,24.625,0.125,0.5,-1.375,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0735,BA,False,-1.875,-1.875,1.875,23.5,23.5,25.375,25.375,0.0,0.5,-1.375,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0736,AB,False,0.875,0.875,0.875,26.625,26.5,25.75,25.625,0.125,1.25,-0.375,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0736,BA,False,-1.625,-1.875,1.625,23.75,23.25,25.375,25.125,0.5,1.25,-0.375,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0737,AB,False,-0.125,-0.25,0.125,25.5,25.25,25.625,25.5,0.25,1.0625,-1.1875,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0737,BA,False,-2.25,-2.125,2.25,22.625,22.625,24.875,24.75,0.125,1.0625,-1.1875,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0738,AB,False,1.125,1.25,1.125,26.125,26.25,25.0,25.0,0.125,1.25,-0.125,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0738,BA,False,-1.375,-1.625,1.375,23.75,23.5,25.125,25.125,0.25,1.25,-0.125,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0739,AB,False,-0.25,-0.125,0.25,24.875,24.75,25.125,24.875,0.25,0.375,-0.625,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0739,BA,False,-1.0,-0.875,1.0,24.375,24.5,25.375,25.375,0.125,0.375,-0.625,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0740,AB,False,-0.875,-0.625,0.875,24.25,24.5,25.125,25.125,0.25,-0.1875,-0.6875,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0740,BA,False,-0.5,-0.625,0.5,24.75,24.625,25.25,25.25,0.125,-0.1875,-0.6875,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0741,AB,False,-0.125,-0.25,0.125,25.375,25.125,25.5,25.375,0.25,0.8125,-0.9375,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0741,BA,False,-1.75,-1.875,1.75,23.25,23.125,25.0,25.0,0.125,0.8125,-0.9375,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0742,AB,False,1.0,0.625,1.0,26.125,25.625,25.125,25.0,0.5,1.625,-0.625,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0742,BA,False,-2.25,-2.5,2.25,22.625,22.375,24.875,24.875,0.25,1.625,-0.625,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0743,AB,False,-0.375,-0.5,0.375,25.5,25.125,25.875,25.625,0.375,0.25,-0.625,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0743,BA,False,-0.875,-0.625,0.875,24.75,25.0,25.625,25.625,0.25,0.25,-0.625,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0744,AB,False,0.0,0.0,0.0,25.375,25.5,25.375,25.5,0.125,0.9375,-0.9375,False,True
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0744,BA,False,-1.875,-1.625,1.875,22.875,23.25,24.75,24.875,0.375,0.9375,-0.9375,False,True
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0745,AB,False,-0.125,-0.125,0.125,25.5,25.375,25.625,25.5,0.125,0.5,-0.625,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0745,BA,False,-1.125,-1.125,1.125,24.375,24.125,25.5,25.25,0.25,0.5,-0.625,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0746,AB,False,0.375,0.25,0.375,26.0,26.0,25.625,25.75,0.125,1.4375,-1.0625,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0746,BA,False,-2.5,-2.125,2.5,22.625,23.125,25.125,25.25,0.5,1.4375,-1.0625,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0747,AB,False,0.125,0.0,0.125,25.5,25.375,25.375,25.375,0.125,0.6875,-0.5625,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0747,BA,False,-1.25,-1.25,1.25,23.375,23.625,24.625,24.875,0.25,0.6875,-0.5625,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0748,AB,True,0.125,-0.125,0.125,25.0,25.125,24.875,25.25,0.375,-0.3125,0.4375,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0748,BA,False,0.75,0.75,0.75,26.25,26.375,25.5,25.625,0.125,-0.3125,0.4375,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0749,AB,False,0.625,0.625,0.625,25.75,25.75,25.125,25.125,0.0,0.8125,-0.1875,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0749,BA,False,-1.0,-0.875,1.0,23.625,23.875,24.625,24.75,0.25,0.8125,-0.1875,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0750,AB,False,-0.25,-0.125,0.25,25.375,25.375,25.625,25.5,0.125,-0.25,0.0,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0750,BA,False,0.25,0.25,0.25,25.625,25.625,25.375,25.375,0.0,-0.25,0.0,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0751,AB,False,-0.625,-0.5,0.625,24.625,24.75,25.25,25.25,0.125,-0.375,-0.25,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0751,BA,False,0.125,0.25,0.125,25.625,25.625,25.5,25.375,0.125,-0.375,-0.25,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0752,AB,False,0.875,0.75,0.875,26.125,25.875,25.25,25.125,0.25,1.25,-0.375,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0752,BA,False,-1.625,-1.375,1.625,22.875,23.25,24.5,24.625,0.375,1.25,-0.375,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0753,AB,False,0.0,0.25,0.0,25.0,25.375,25.0,25.125,0.375,0.75,-0.75,False,True
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0753,BA,False,-1.5,-1.5,1.5,23.5,23.625,25.0,25.125,0.125,0.75,-0.75,False,True
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0754,AB,False,-1.25,-1.125,1.25,24.0,24.125,25.25,25.25,0.125,-0.25,-1.0,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0754,BA,False,-0.75,-0.625,0.75,24.25,24.375,25.0,25.0,0.125,-0.25,-1.0,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0755,AB,False,0.75,0.75,0.75,26.0,26.0,25.25,25.25,0.0,1.5,-0.75,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0755,BA,False,-2.25,-2.125,2.25,22.625,22.75,24.875,24.875,0.125,1.5,-0.75,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0756,AB,False,-0.5,-0.5,0.5,24.875,24.5,25.375,25.0,0.375,0.4375,-0.9375,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0756,BA,False,-1.375,-1.5,1.375,23.25,23.25,24.625,24.75,0.125,0.4375,-0.9375,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0757,AB,False,0.125,0.25,0.125,25.25,25.375,25.125,25.125,0.125,1.125,-1.0,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0757,BA,False,-2.125,-2.125,2.125,23.125,23.0,25.25,25.125,0.125,1.125,-1.0,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0758,AB,False,-0.75,-0.375,0.75,24.25,25.0,25.0,25.375,0.75,0.8125,-1.5625,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0758,BA,False,-2.375,-2.25,2.375,22.875,23.125,25.25,25.375,0.25,0.8125,-1.5625,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0759,AB,False,0.5,0.375,0.5,25.375,25.25,24.875,24.875,0.125,1.6875,-1.1875,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0759,BA,False,-2.875,-3.0,2.875,22.5,22.375,25.375,25.375,0.125,1.6875,-1.1875,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0760,AB,False,-1.5,-1.375,1.5,23.625,23.5,25.125,24.875,0.25,-0.625,-0.875,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0760,BA,False,-0.25,-0.25,0.25,25.25,25.25,25.5,25.5,0.0,-0.625,-0.875,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0761,AB,False,-1.25,-1.125,1.25,23.75,24.0,25.0,25.125,0.25,-0.25,-1.0,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0761,BA,False,-0.75,-1.25,0.75,24.875,24.25,25.625,25.5,0.625,-0.25,-1.0,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0762,AB,False,-1.125,-1.25,1.125,24.125,24.125,25.25,25.375,0.125,0.4375,-1.5625,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0762,BA,False,-2.0,-2.125,2.0,23.125,23.0,25.125,25.125,0.125,0.4375,-1.5625,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0763,AB,False,-0.75,-0.625,0.75,24.25,24.375,25.0,25.0,0.125,0.375,-1.125,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0763,BA,False,-1.5,-1.125,1.5,23.5,23.75,25.0,24.875,0.25,0.375,-1.125,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0764,AB,False,-0.625,-0.625,0.625,25.25,25.0,25.875,25.625,0.25,-0.375,-0.25,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0764,BA,False,0.125,0.25,0.125,25.875,25.875,25.75,25.625,0.125,-0.375,-0.25,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0765,AB,False,-0.375,-0.75,0.375,25.125,25.0,25.5,25.75,0.25,-0.4375,0.0625,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0765,BA,False,0.5,0.25,0.5,26.125,26.125,25.625,25.875,0.25,-0.4375,0.0625,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0766,AB,True,0.0,-0.125,0.0,25.375,25.125,25.375,25.25,0.25,0.5,-0.5,False,True
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0766,BA,False,-1.0,-1.125,1.0,24.5,24.25,25.5,25.375,0.25,0.5,-0.5,False,True
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0767,AB,True,0.0,-0.125,0.0,25.75,25.5,25.75,25.625,0.25,0.6875,-0.6875,False,True
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0767,BA,False,-1.375,-1.5,1.375,23.75,23.5,25.125,25.0,0.25,0.6875,-0.6875,False,True
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0768,AB,False,0.875,0.875,0.875,26.5,26.375,25.625,25.5,0.125,1.25,-0.375,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0768,BA,False,-1.625,-1.75,1.625,23.625,23.375,25.25,25.125,0.25,1.25,-0.375,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0769,AB,False,-1.125,-1.375,1.125,24.0,23.875,25.125,25.25,0.125,-0.5,-0.625,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0769,BA,False,-0.125,-0.125,0.125,24.875,25.0,25.0,25.125,0.125,-0.5,-0.625,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0770,AB,False,-1.125,-1.0,1.125,23.375,23.5,24.5,24.5,0.125,-0.8125,-0.3125,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0770,BA,False,0.5,0.5,0.5,26.25,26.0,25.75,25.5,0.25,-0.8125,-0.3125,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0771,AB,False,-1.0,-1.0,1.0,23.875,23.75,24.875,24.75,0.125,-0.125,-0.875,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0771,BA,False,-0.75,-0.875,0.75,24.375,24.25,25.125,25.125,0.125,-0.125,-0.875,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0772,AB,False,-1.0,-1.0,1.0,23.875,24.0,24.875,25.0,0.125,0.5,-1.5,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0772,BA,False,-2.0,-2.0,2.0,23.0,23.0,25.0,25.0,0.0,0.5,-1.5,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0773,AB,False,-1.0,-1.25,1.0,24.375,24.0,25.375,25.25,0.375,-0.5625,-0.4375,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0773,BA,False,0.125,0.25,0.125,25.875,25.375,25.75,25.125,0.625,-0.5625,-0.4375,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0774,AB,False,0.125,0.0,0.125,25.5,25.625,25.375,25.625,0.25,0.5625,-0.4375,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0774,BA,False,-1.0,-1.0,1.0,23.875,24.0,24.875,25.0,0.125,0.5625,-0.4375,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0775,AB,False,-0.125,-0.25,0.125,25.625,25.625,25.75,25.875,0.125,0.125,-0.25,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0775,BA,False,-0.375,-0.25,0.375,24.75,25.0,25.125,25.25,0.25,0.125,-0.25,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0776,AB,False,-0.25,-0.25,0.25,25.0,24.875,25.25,25.125,0.125,0.0625,-0.3125,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0776,BA,False,-0.375,-0.25,0.375,24.875,24.875,25.25,25.125,0.125,0.0625,-0.3125,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0777,AB,False,-0.875,-0.875,0.875,24.125,24.0,25.0,24.875,0.125,-0.75,-0.125,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0777,BA,False,0.625,0.75,0.625,26.375,26.25,25.75,25.5,0.25,-0.75,-0.125,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0778,AB,False,-0.625,-0.625,0.625,24.375,24.5,25.0,25.125,0.125,0.3125,-0.9375,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0778,BA,False,-1.25,-1.5,1.25,23.625,23.125,24.875,24.625,0.5,0.3125,-0.9375,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0779,AB,False,-2.625,-2.5,2.625,21.75,21.875,24.375,24.375,0.125,-2.25,-0.375,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0779,BA,False,1.875,1.875,1.875,26.25,26.375,24.375,24.5,0.125,-2.25,-0.375,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0780,AB,False,-2.0,-2.375,2.0,22.875,22.375,24.875,24.75,0.5,-1.1875,-0.8125,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0780,BA,False,0.375,0.375,0.375,25.5,25.25,25.125,24.875,0.25,-1.1875,-0.8125,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0781,AB,False,-1.5,-1.75,1.5,23.75,23.375,25.25,25.125,0.375,-0.25,-1.25,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0781,BA,False,-1.0,-1.0,1.0,24.125,24.25,25.125,25.25,0.125,-0.25,-1.25,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0782,AB,False,1.0,1.0,1.0,26.125,25.875,25.125,24.875,0.25,1.0625,-0.0625,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0782,BA,False,-1.125,-1.125,1.125,24.25,24.25,25.375,25.375,0.0,1.0625,-0.0625,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0783,AB,False,-1.125,-1.0,1.125,23.875,24.125,25.0,25.125,0.25,-1.0,-0.125,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0783,BA,False,0.875,0.75,0.875,26.625,26.625,25.75,25.875,0.125,-1.0,-0.125,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0784,AB,False,-0.75,-1.0,0.75,24.0,24.125,24.75,25.125,0.375,-0.4375,-0.3125,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0784,BA,False,0.125,0.375,0.125,25.875,26.125,25.75,25.75,0.25,-0.4375,-0.3125,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0785,AB,False,-0.375,-0.5,0.375,25.375,25.375,25.75,25.875,0.125,-0.25,-0.125,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0785,BA,False,0.125,0.125,0.125,25.5,25.625,25.375,25.5,0.125,-0.25,-0.125,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0786,AB,False,-0.625,-0.5,0.625,24.875,25.125,25.5,25.625,0.25,0.1875,-0.8125,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0786,BA,False,-1.0,-0.875,1.0,24.375,24.375,25.375,25.25,0.125,0.1875,-0.8125,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0787,AB,False,-0.375,-0.375,0.375,24.875,24.5,25.25,24.875,0.375,0.25,-0.625,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0787,BA,False,-0.875,-1.0,0.875,24.0,23.625,24.875,24.625,0.375,0.25,-0.625,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0788,AB,False,0.125,0.375,0.125,25.875,26.125,25.75,25.75,0.25,0.6875,-0.5625,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0788,BA,False,-1.25,-1.125,1.25,23.875,24.0,25.125,25.125,0.125,0.6875,-0.5625,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0789,AB,False,-0.25,-0.375,0.25,25.0,24.875,25.25,25.25,0.125,-0.0625,-0.1875,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0789,BA,False,-0.125,-0.125,0.125,25.125,25.125,25.25,25.25,0.0,-0.0625,-0.1875,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0790,AB,False,-0.375,-0.125,0.375,24.75,24.875,25.125,25.0,0.125,0.625,-1.0,False,False
Qwen/Qwen2.5-VL-7B-Instruct,java,u3_0790,BA,False,-1.625,-1.5,1.625,23.75,23.75,25.375,25.25,0.125,0.625,-1.0,False,False
