experiment,model,language,condition,abs_c_decile,n,abs_c_min,abs_c_median,abs_c_max,debiased_accuracy,strict_valid_rate,strict_valid_only_accuracy
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,cuda,gaussian_sigma_1,8,100,1.0625,1.15625,1.25,0.81,0.92,0.8152173913043478
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,cuda,gaussian_sigma_1,9,100,1.25,1.4375,1.6875,0.86,1.0,0.86
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,cuda,gaussian_sigma_1,10,100,1.6875,2.0,3.375,0.9,1.0,0.9
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,cuda,gaussian_sigma_2,1,100,0.0,0.0625,0.125,0.41,0.04,0.25
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,cuda,gaussian_sigma_2,2,100,0.125,0.1875,0.25,0.6,0.04,0.75
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,cuda,gaussian_sigma_2,3,100,0.25,0.3125,0.375,0.58,0.18,0.6111111111111112
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,cuda,gaussian_sigma_2,4,100,0.375,0.4375,0.5,0.57,0.42,0.5952380952380952
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,cuda,gaussian_sigma_2,5,100,0.5,0.625,0.6875,0.66,0.54,0.7592592592592593
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,cuda,gaussian_sigma_2,6,100,0.6875,0.75,0.8125,0.69,0.7,0.7571428571428571
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,cuda,gaussian_sigma_2,7,100,0.8125,0.875,1.0,0.71,0.81,0.7037037037037037
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,cuda,gaussian_sigma_2,8,100,1.0,1.0625,1.25,0.81,0.92,0.8260869565217391
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,cuda,gaussian_sigma_2,9,100,1.25,1.375,1.625,0.84,0.95,0.8421052631578947
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,cuda,gaussian_sigma_2,10,100,1.625,1.90625,3.25,0.9,1.0,0.9
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,cuda,gaussian_sigma_4,1,100,0.0,0.0,0.0625,0.25,0.02,0.5
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,cuda,gaussian_sigma_4,2,100,0.0625,0.125,0.125,0.54,0.04,0.75
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,cuda,gaussian_sigma_4,3,100,0.125,0.1875,0.1875,0.52,0.17,0.4117647058823529
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,cuda,gaussian_sigma_4,4,100,0.1875,0.25,0.3125,0.59,0.3,0.6666666666666666
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,cuda,gaussian_sigma_4,5,100,0.3125,0.3125,0.375,0.59,0.41,0.5853658536585366
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,cuda,gaussian_sigma_4,6,100,0.375,0.4375,0.5,0.61,0.47,0.6170212765957447
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,cuda,gaussian_sigma_4,7,100,0.5,0.53125,0.5625,0.72,0.72,0.7083333333333334
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,cuda,gaussian_sigma_4,8,100,0.5625,0.6875,0.75,0.65,0.8,0.6875
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,cuda,gaussian_sigma_4,9,100,0.75,0.875,1.0625,0.8,0.97,0.8041237113402062
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,cuda,gaussian_sigma_4,10,100,1.0625,1.4375,2.75,0.89,0.99,0.8888888888888888
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,cuda,no_blank_lines,1,100,0.0,0.0625,0.125,0.39,0.01,0.0
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,cuda,no_blank_lines,2,100,0.125,0.1875,0.25,0.63,0.1,0.6
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,cuda,no_blank_lines,3,100,0.25,0.3125,0.375,0.59,0.2,0.4
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,cuda,no_blank_lines,4,100,0.375,0.5,0.5625,0.66,0.37,0.7027027027027027
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,cuda,no_blank_lines,5,100,0.5625,0.625,0.6875,0.7,0.53,0.7169811320754716
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,cuda,no_blank_lines,6,100,0.6875,0.8125,0.875,0.68,0.65,0.7076923076923077
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,cuda,no_blank_lines,7,100,0.875,0.9375,1.0625,0.76,0.75,0.8133333333333334
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,cuda,no_blank_lines,8,100,1.0625,1.125,1.25,0.69,0.91,0.7142857142857143
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,cuda,no_blank_lines,9,100,1.3125,1.4375,1.75,0.83,0.96,0.8541666666666666
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,cuda,no_blank_lines,10,100,1.75,2.03125,3.5,0.89,1.0,0.89
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,cuda,no_indent,1,100,0.0,0.0625,0.125,0.45,0.02,1.0
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,cuda,no_indent,2,100,0.125,0.1875,0.25,0.65,0.17,0.7647058823529411
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,cuda,no_indent,3,100,0.25,0.3125,0.375,0.59,0.3,0.5666666666666667
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,cuda,no_indent,4,100,0.375,0.375,0.5,0.56,0.4,0.6
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,cuda,no_indent,5,100,0.5,0.5625,0.625,0.69,0.55,0.7636363636363637
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,cuda,no_indent,6,100,0.625,0.6875,0.8125,0.71,0.73,0.7397260273972602
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,cuda,no_indent,7,100,0.8125,0.875,1.0,0.82,0.83,0.8192771084337349
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,cuda,no_indent,8,100,1.0,1.0625,1.25,0.78,0.94,0.7872340425531915
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,cuda,no_indent,9,100,1.25,1.375,1.5625,0.84,1.0,0.84
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,cuda,no_indent,10,100,1.5625,1.9375,3.375,0.88,1.0,0.88
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,java,baseline,1,100,0.0,0.0625,0.125,0.43,0.01,0.0
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,java,baseline,2,100,0.125,0.1875,0.25,0.53,0.11,0.8181818181818182
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,java,baseline,3,100,0.25,0.25,0.3125,0.49,0.23,0.34782608695652173
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,java,baseline,4,100,0.3125,0.4375,0.5,0.6,0.3,0.6
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,java,baseline,5,100,0.5,0.53125,0.625,0.64,0.48,0.6666666666666666
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,java,baseline,6,100,0.625,0.6875,0.75,0.54,0.55,0.509090909090909
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,java,baseline,7,100,0.75,0.875,1.0,0.72,0.63,0.746031746031746
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,java,baseline,8,100,1.0,1.125,1.25,0.62,0.86,0.627906976744186
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,java,baseline,9,100,1.25,1.375,1.625,0.67,0.97,0.6701030927835051
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,java,baseline,10,100,1.625,1.875,3.125,0.7,1.0,0.7
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,java,gaussian_sigma_1,1,100,0.0,0.0625,0.125,0.24,0.04,0.25
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,java,gaussian_sigma_1,2,100,0.125,0.1875,0.1875,0.48,0.15,0.4666666666666667
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,java,gaussian_sigma_1,3,100,0.1875,0.25,0.3125,0.51,0.18,0.6111111111111112
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,java,gaussian_sigma_1,4,100,0.3125,0.375,0.4375,0.59,0.36,0.5833333333333334
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,java,gaussian_sigma_1,5,100,0.4375,0.5625,0.625,0.6,0.43,0.5581395348837209
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,java,gaussian_sigma_1,6,100,0.625,0.6875,0.75,0.68,0.56,0.7142857142857143
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,java,gaussian_sigma_1,7,100,0.75,0.8125,0.9375,0.63,0.63,0.6349206349206349
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,java,gaussian_sigma_1,8,100,0.9375,1.0625,1.1875,0.62,0.91,0.6263736263736264
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,java,gaussian_sigma_1,9,100,1.1875,1.375,1.5625,0.68,0.94,0.6702127659574468
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,java,gaussian_sigma_1,10,100,1.5625,1.8125,3.5,0.67,1.0,0.67
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,java,gaussian_sigma_2,1,100,0.0,0.0625,0.125,0.37,0.03,0.6666666666666666
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,java,gaussian_sigma_2,2,100,0.125,0.1875,0.1875,0.59,0.19,0.5789473684210527
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,java,gaussian_sigma_2,3,100,0.1875,0.25,0.375,0.54,0.17,0.5294117647058824
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,java,gaussian_sigma_2,4,100,0.375,0.375,0.4375,0.58,0.29,0.5862068965517241
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,java,gaussian_sigma_2,5,100,0.4375,0.5625,0.625,0.57,0.41,0.6097560975609756
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,java,gaussian_sigma_2,6,100,0.625,0.6875,0.8125,0.57,0.58,0.5172413793103449
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,java,gaussian_sigma_2,7,100,0.8125,0.9375,1.0,0.57,0.76,0.6052631578947368
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,java,gaussian_sigma_2,8,100,1.0,1.125,1.25,0.65,0.83,0.6506024096385542
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,java,gaussian_sigma_2,9,100,1.25,1.375,1.5625,0.69,0.97,0.6804123711340206
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,java,gaussian_sigma_2,10,100,1.5625,1.875,2.875,0.71,1.0,0.71
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,java,gaussian_sigma_4,1,100,0.0,0.0625,0.0625,0.29,0.0,
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,java,gaussian_sigma_4,2,100,0.0625,0.125,0.125,0.6,0.01,1.0
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,java,gaussian_sigma_4,3,100,0.125,0.1875,0.25,0.47,0.05,0.2
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,java,gaussian_sigma_4,4,100,0.25,0.25,0.3125,0.54,0.08,0.5
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,java,gaussian_sigma_4,5,100,0.3125,0.3125,0.375,0.62,0.12,0.75
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,java,gaussian_sigma_4,6,100,0.375,0.4375,0.4375,0.6,0.31,0.6774193548387096
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,java,gaussian_sigma_4,7,100,0.4375,0.5,0.5625,0.62,0.4,0.55
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,java,gaussian_sigma_4,8,100,0.5625,0.6875,0.75,0.56,0.64,0.5625
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,java,gaussian_sigma_4,9,100,0.75,0.875,1.0625,0.55,0.91,0.5274725274725275
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,java,gaussian_sigma_4,10,100,1.0625,1.3125,3.375,0.53,1.0,0.53
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,java,no_blank_lines,1,100,0.0,0.0625,0.125,0.43,0.01,0.0
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,java,no_blank_lines,2,100,0.125,0.1875,0.1875,0.51,0.09,0.3333333333333333
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,java,no_blank_lines,3,100,0.1875,0.25,0.3125,0.6,0.13,0.46153846153846156
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,java,no_blank_lines,4,100,0.3125,0.375,0.4375,0.56,0.24,0.6666666666666666
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,java,no_blank_lines,5,100,0.4375,0.5,0.5625,0.61,0.4,0.475
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,java,no_blank_lines,6,100,0.625,0.6875,0.75,0.62,0.58,0.6896551724137931
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,java,no_blank_lines,7,100,0.75,0.8125,0.9375,0.72,0.58,0.6896551724137931
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,java,no_blank_lines,8,100,0.9375,1.0625,1.1875,0.61,0.81,0.654320987654321
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,java,no_blank_lines,9,100,1.1875,1.3125,1.5,0.63,0.9,0.6333333333333333
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,java,no_blank_lines,10,100,1.5,1.8125,3.375,0.73,1.0,0.73
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,java,no_indent,1,100,0.0,0.0625,0.125,0.46,0.01,0.0
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,java,no_indent,2,100,0.125,0.1875,0.1875,0.56,0.12,0.5
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,java,no_indent,3,100,0.1875,0.3125,0.375,0.61,0.17,0.5882352941176471
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,java,no_indent,4,100,0.375,0.4375,0.5,0.59,0.24,0.4166666666666667
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,java,no_indent,5,100,0.5,0.5625,0.6875,0.62,0.37,0.5945945945945946
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,java,no_indent,6,100,0.6875,0.75,0.8125,0.61,0.59,0.6610169491525424
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,java,no_indent,7,100,0.8125,0.9375,1.0,0.68,0.68,0.6470588235294118
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,java,no_indent,8,100,1.0,1.125,1.25,0.6,0.86,0.5813953488372093
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,java,no_indent,9,100,1.25,1.375,1.5625,0.65,0.87,0.6436781609195402
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,java,no_indent,10,100,1.5625,1.96875,3.0625,0.67,0.99,0.6767676767676768
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,python,baseline,1,100,0.0,0.0625,0.125,0.39,0.02,0.5
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,python,baseline,2,100,0.125,0.1875,0.25,0.47,0.04,0.25
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,python,baseline,3,100,0.25,0.3125,0.375,0.59,0.07,0.42857142857142855
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,python,baseline,4,100,0.375,0.4375,0.5,0.65,0.14,0.5714285714285714
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,python,baseline,5,100,0.5,0.5625,0.625,0.62,0.32,0.5625
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,python,baseline,6,100,0.625,0.75,0.8125,0.69,0.44,0.6136363636363636
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,python,baseline,7,100,0.8125,0.9375,1.0,0.65,0.55,0.5636363636363636
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,python,baseline,8,100,1.0,1.125,1.25,0.82,0.77,0.8181818181818182
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,python,baseline,9,100,1.25,1.4375,1.625,0.87,0.95,0.8736842105263158
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,python,baseline,10,100,1.625,1.9375,3.3125,0.92,1.0,0.92
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,python,gaussian_sigma_1,1,100,0.0,0.0625,0.125,0.26,0.0,
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,python,gaussian_sigma_1,2,100,0.125,0.1875,0.25,0.55,0.03,0.6666666666666666
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,python,gaussian_sigma_1,3,100,0.25,0.3125,0.375,0.53,0.12,0.5833333333333334
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,python,gaussian_sigma_1,4,100,0.375,0.4375,0.5,0.62,0.17,0.5882352941176471
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,python,gaussian_sigma_1,5,100,0.5,0.5625,0.625,0.69,0.3,0.6666666666666666
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,python,gaussian_sigma_1,6,100,0.625,0.6875,0.8125,0.7,0.46,0.6739130434782609
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,python,gaussian_sigma_1,7,100,0.8125,0.875,1.0,0.63,0.55,0.6363636363636364
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,python,gaussian_sigma_1,8,100,1.0,1.125,1.1875,0.82,0.75,0.8266666666666667
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,python,gaussian_sigma_1,9,100,1.1875,1.4375,1.625,0.88,0.93,0.8709677419354839
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,python,gaussian_sigma_1,10,100,1.625,1.9375,3.0,0.93,1.0,0.93
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,python,gaussian_sigma_2,1,100,0.0,0.0625,0.125,0.34,0.01,0.0
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,python,gaussian_sigma_2,2,100,0.125,0.1875,0.25,0.53,0.07,0.8571428571428571
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,python,gaussian_sigma_2,3,100,0.25,0.3125,0.375,0.56,0.08,0.375
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,python,gaussian_sigma_2,4,100,0.375,0.4375,0.5,0.63,0.19,0.47368421052631576
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,python,gaussian_sigma_2,5,100,0.5,0.5625,0.625,0.61,0.36,0.6111111111111112
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,python,gaussian_sigma_2,6,100,0.625,0.6875,0.75,0.67,0.51,0.7647058823529411
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,python,gaussian_sigma_2,7,100,0.75,0.875,1.0,0.69,0.61,0.7049180327868853
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,python,gaussian_sigma_2,8,100,1.0,1.0625,1.25,0.71,0.81,0.691358024691358
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,python,gaussian_sigma_2,9,100,1.25,1.375,1.625,0.81,0.87,0.8045977011494253
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,python,gaussian_sigma_2,10,100,1.625,1.9375,3.3125,0.89,1.0,0.89
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,python,gaussian_sigma_4,1,100,0.0,0.0625,0.125,0.39,0.01,1.0
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,python,gaussian_sigma_4,2,100,0.125,0.1875,0.25,0.53,0.01,0.0
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,python,gaussian_sigma_4,3,100,0.25,0.25,0.3125,0.5,0.06,0.8333333333333334
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,python,gaussian_sigma_4,4,100,0.3125,0.375,0.4375,0.59,0.11,0.6363636363636364
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,python,gaussian_sigma_4,5,100,0.4375,0.5,0.5625,0.67,0.22,0.5454545454545454
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,python,gaussian_sigma_4,6,100,0.5625,0.625,0.6875,0.71,0.42,0.5714285714285714
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,python,gaussian_sigma_4,7,100,0.6875,0.8125,0.875,0.74,0.67,0.7164179104477612
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,python,gaussian_sigma_4,8,100,0.875,0.9375,1.0625,0.86,0.87,0.8505747126436781
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,python,gaussian_sigma_4,9,100,1.0625,1.125,1.3125,0.82,0.96,0.8125
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,python,gaussian_sigma_4,10,100,1.3125,1.5,2.6875,0.86,1.0,0.86
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,python,no_blank_lines,1,100,0.0,0.0625,0.125,0.33,0.01,1.0
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,python,no_blank_lines,2,100,0.125,0.1875,0.25,0.62,0.04,0.25
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,python,no_blank_lines,3,100,0.25,0.3125,0.375,0.61,0.09,0.3333333333333333
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,python,no_blank_lines,4,100,0.375,0.4375,0.5,0.55,0.15,0.5333333333333333
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,python,no_blank_lines,5,100,0.5,0.5625,0.625,0.57,0.25,0.44
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,python,no_blank_lines,6,100,0.6875,0.75,0.8125,0.67,0.36,0.7222222222222222
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,python,no_blank_lines,7,100,0.8125,0.875,1.0,0.7,0.55,0.6363636363636364
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,python,no_blank_lines,8,100,1.0,1.125,1.1875,0.77,0.65,0.7384615384615385
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,python,no_blank_lines,9,100,1.1875,1.375,1.5625,0.82,0.82,0.8292682926829268
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,python,no_blank_lines,10,100,1.5625,1.875,3.0625,0.87,0.99,0.8686868686868687
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,python,no_indent,1,100,0.0,0.0625,0.125,0.41,0.02,0.5
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,python,no_indent,2,100,0.125,0.1875,0.25,0.61,0.03,0.6666666666666666
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,python,no_indent,3,100,0.25,0.3125,0.375,0.56,0.11,0.7272727272727273
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,python,no_indent,4,100,0.375,0.4375,0.5,0.63,0.11,0.6363636363636364
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,python,no_indent,5,100,0.5,0.5625,0.6875,0.64,0.24,0.5416666666666666
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,python,no_indent,6,100,0.6875,0.75,0.8125,0.6,0.44,0.5909090909090909
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,python,no_indent,7,100,0.8125,0.9375,1.0,0.7,0.6,0.6666666666666666
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,python,no_indent,8,100,1.0,1.125,1.25,0.74,0.74,0.7162162162162162
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,python,no_indent,9,100,1.25,1.375,1.5,0.76,0.92,0.7717391304347826
perturbation,Qwen/Qwen2.5-VL-7B-Instruct,python,no_indent,10,100,1.5,1.8125,3.1875,0.95,0.99,0.9494949494949495
